Text,labels
"It was made by that , my eldest son drew my family of four , and my second son drew line and circle , and my wife sewed .",Error
Just keep learning and go ahead .,Error
Oh I have a question about english .,Error
I like those things .,Error
But the movie is story is not interesting .,Correct
I have to give a rank during the application .,Correct
The rd in this month is a holiday no school day day - off .,Correct
I am quite bored with learning that some people died at the other end of the globe on the previous day .,Correct
Smart boss smart employee profit,Correct
Are men boring ?,Correct
"sometimes to let wild perception , and act quickly powerfully .",Error
"I feel little bit sad , but I am OK .",Error
I appreciate the friend who taught me this site .,Correct
"A long time later , I received my class evaluation from the professor .",Correct
Thanks a lot .,Error
I had a bad dream .,Error
these days I am watching gossip - girl .,Error
I ca nt wait .,Error
This paper first examines the use of images and symbols in the short story and how they are related to the major themes of the story .,Error
"I am studying English , because I want to work abroad in the future .",Correct
"Also , I draw pictures with them .",Correct
but the fees were high for me .,Error
The ending must fit such freshness .,Error
"If you want to be a professor , you must be able to have a daily conversation without any difficulties .",Correct
LONG TIME NO SEE,Error
I went to my friend is house and took part in the small party .,Error
"At first , SF is relatively compact and there are a lot of slopes .",Error
One of Japanese company tried to make this armor as same scale .,Error
I do not like snacks and junk food .,Correct
I met a Mexican girl yesterday .,Error
"Hi , nice to meet you , I visited here for the first time ! !",Correct
So why did not you tell me ?,Correct
"Though I was not sure that a native speaker could understand these sentences , ",Correct
I will show you the picture of a bread which I make .,Error
"I clicked the search option for the channels , and it found a lot of new stuff .",Correct
The first picture is one that I downloaded from a website and the other is one that I took by myself .,Error
I hoped their work finished quickly .,Correct
To convey or gather information . ,Error
 How to ,Correct
Let me explain what this means .,Correct
There are other disadvantages of smoking which would be solved by the rule .,Error
"I think it is important to use his head , so I do not want to teach him too much .",Correct
It was like a jewel .,Correct
That situation was sad for me .,Correct
"After I talked on the phone , I waited in my car .",Correct
Are there any differences in those meanings ?,Correct
"However , I lost my motivation since the English examinations finished .",Error
I do not absolutely give up .,Error
I went home now for a job .,Error
I thanked him very much because it was FREE !,Error
"Regularity keep going , just keep going !",Error
"One of the advantages is that it is easy to wash and dry their hair , so they can easily keep their heads clean than people who have long hair .",Correct
" , homie . It is a really close friend",Correct
"Tonight , I played six games in total .",Error
"My friends who had gone to the downtown came and told me that Jinny had lost her student ID card , and she left it in number bus .",Error
He had friends from the tribe there .,Correct
I realy want to study English conversation in natural,Error
What do you hate most ?,Error
